_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,source,type_of_advice_or_caution,type_of_advice_or_caution:confidence,what,when,where,category,id,retweetcount,screenname,source_gold,text,type_of_advice_or_caution_gold,userid,what_gold,when_gold,where_gold
191783236,false,finalized,3,8/18/2012 19:46:28,"http://twitpic.com/52e998  @tjmlnarik
http://twitpic.com/52e998
",Other,0.7118,"Duck and cover. Possible tornado forming.
possible tornado forming
possible tornado forming","

","N/A
work heading towards @tjmlnarik
@tjmlnarik",Caution and advice,73424400000000000,0,g_schrage52,,http://twitpic.com/52e998  possible tornado forming by work heading towards @tjmlnarik .  Duck and cover.,,23938293,,,
191783237,false,finalized,4,8/18/2012 19:57:31,"
N/A
n/a
",Other,0.5292,"Tornado watch
Tornado watch
Tornado watch
Tornado Watch","until 11pm
until 11pm
11pm
extended until 11pm","N/A
N/A
n/a
N/A",Caution and advice,76072000000000000,0,jpbagley,,Tornado watch extended until 11pm hope everyone is home or in a safe spot.,,18638768,,,
191783238,false,finalized,6,8/18/2012 09:48:29,"@cnnbrk
http://on.cnn.com/k1ZN2b
http://on.cnn.com/k1ZN2b
cnnbrk
http://on.cnn.com/k1ZN2b
http://on.cnn.com/k1ZN2b",A tornado/thunderstorm warning has been issued or has been lifted,0.4944,"tornado warning
Tornado warning
tornado warning
tornado warning
tornado warning
Rangers Ballpark","



N/A
","Rangers Ballpark in Arlington, TX
Arlington, TX
Arlington, TX
Arlington, TX
Arlington, TX
Arlington, TX",Caution and advice,73219000000000000,425,101Valkyrie101,," @cnnbrk: Rangers Ballpark in Arlington, TX, evacuated mid-game amid #tornado warning http://on.cnn.com/k1ZN2b",,194706258,,,
191783239,false,finalized,3,8/16/2012 14:11:57,"http://bit.ly/mU0aeM

http://bit.ly/mU0aeM",A tornado/thunderstorm warning has been issued or has been lifted,0.6594,"TORNADO WARNING Expries
tornado warning
TORNADO WARNING","05/29/2011 3:45PM
05/29/2011 03:45PM (CDT)
05/29/2011 03:45PM (CDT)","Kalamazoo
Kalamazoo (Michigan)
Kalamazoo (Michigan)",Caution and advice,74928300000000000,0,twister_tracker,,TORNADO WARNING: Kalamazoo (Michigan)  Expires: 05/29/2011 03:45PM (CDT) http://bit.ly/mU0aeM #tornado #miwx,,254751352,,,
191783240,false,finalized,3,8/17/2012 01:43:01,"N/A

",Other,1.0,"Chance of a tornado
Chance of a tornado
Chance of a tornado","N/A

","N/A
N/A
n/a",Caution and advice,73508400000000000,0,supremesbs,,Chance of a tornado: 52% -_____-,,51175126,,,
191783241,false,finalized,3,8/19/2012 07:50:16,"NWS radar

NWS",A tornado sighting/touchdown has been reported,1.0,"tornado on the ground
tornado on the ground
Possible tornado on the ground","

","1 mile north of Vicksburg
1 mile north of Vicksburg
1 mile north of Vicksburg",Caution and advice,74933000000000000,0,nick_ponton,,Possible tornado on the ground 1 mile north of Vicksburg...no visual.  NWS radar returns showing visual.,,155466579,,,
191783242,false,finalized,4,8/18/2012 21:25:13,"
N/A

",A tornado/thunderstorm warning has been issued or has been lifted,0.7782,"Tornado Watch
Tornado watch
Tornado watch
Tornado watch","until 8 pm tonight
until 8 pm tonight.
8 pm tonight
until 8 pm tonight","Monroe county michigan
Monroe county michigan
Monroe county michigan
Monroe county michigan",Caution and advice,74948900000000000,0,Twister_R_T,,Tornado watch for Monroe county michigan until 8 pm tonight.,,289603011,,,
191783243,false,finalized,4,8/19/2012 07:50:16,"Bangor Daily News
Bangor Daily News
Bangor Daily News
#United States #Pennsylvania #WeatherlyWeather service Bangor Daily News",A tornado sighting/touchdown has been reported,1.0,"tornado touched down
tornado
tornado touched down
tornado touched down","


","Embden, Maine
Embden, Maine
Embden, Maine
Embden, Maine",Caution and advice,76514400000000000,0,floodtechs,,"#United States #Pennsylvania #WeatherlyWeather service confirms tornado touched down in Embden, Maine - Bangor Daily News",,162217003,,,
191783244,false,finalized,3,8/18/2012 09:41:53,"weatherchannel
@weatherchannel
weatherchannel",A tornado sighting/touchdown has been reported,0.6795,"3 OK tornadoes have been upgraded to EF4
tornadoes have been upgraded to EF4
tornadoes have been upgraded","N/A

","N/A
OK El Reno/Piedmont Chickasha Newcastle/Moore Washington
1) El Reno/Piedmont....2) Chickasha to Newcastle/Moore....3) Washington/G",Caution and advice,74122900000000000,24,josmonster,, @weatherchannel: 3 OK tornadoes have been upgraded to EF4:  1) El Reno/Piedmont....2) Chickasha to Newcastle/Moore....3) Washington/G ...,,31288324,,,
191783245,false,finalized,3,8/18/2012 21:35:19,"
FEMA
@fema",A tornado sighting/touchdown has been reported,0.3703,"tornado
Tornado Advice
Tornado watch","

","N/A
n/a
#kswx #ksstorms",Caution and advice,73179000000000000,0,KansasCityKDOT,,"#Tornado watch=a tornado is possible in the area. Tornado warning=one has been sighted or indicated, take shelter. @fema #kswx #ksstorms",,18031792,,,
191783246,false,finalized,5,8/16/2012 16:57:46,"
#tornado #okwx #okstorms
http://bit.ly/m0R1db
http://bit.ly/m0R1db
#tornado #okwx #okstorms",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"TORNADO WARNING
TORNADO WARNING
TORNADO WARNING
TORNADO WARNING:
TORNADO WARNING","06/11/2011 08:30PM (CDT)
06/11/2011 08:30PM (CDT)
06/11/2011 08:30PM
06/11/2011 08:30PM (CDT)
06/11/2011 08:30PM (CDT)","Beaver (Oklahoma)
Beaver, Oklahoma
Beaver (Oklahoma)
Beaver (Oklahoma)
Beaver (Oklahoma)",Caution and advice,79715800000000000,1,twister_tracker,,TORNADO WARNING: Beaver (Oklahoma)  Expires: 06/11/2011 08:30PM (CDT) http://bit.ly/m0R1db #tornado #okwx #okstorms,,254751352,,,
191783247,false,finalized,3,8/19/2012 18:08:20,"
livewxradar
@livewxradar:",A tornado/thunderstorm warning has been issued or has been lifted,0.6904,"TORNADO WATCH for LARGE TORNADOES 2.5"" HAIL and 80MPH winds
TORNADO WATCH LARGE TORNADOES 2.5"" HAIL and 80MPH winds
TORNADO WATCH","until 2AM
until 2AM CDT
until 2AM CDT","IA MN SD ND
IA MN SD ND
IA MN SD ND",Caution and advice,75384000000000000,,,," @livewxradar: *** TORNADO WATCH *** until 2AM CDT for IA MN SD ND for LARGE TORNADOES 2.5"" HAIL and 80MPH winds",,,,,
191783248,false,finalized,3,8/19/2012 17:52:02,"http://exm.nr/makBhi

http://exm.nr/makBhi",A tornado/thunderstorm warning has been issued or has been lifted,0.6341,"Tornado watch
Tornado watch
Tornado watch","Sunday afternoon and evening
Sunday afternoon and evening
Sunday afternoon and evening","N/A
n/a
N/A",Caution and advice,74910200000000000,0,ExamineNewz,,Tornado watch Sunday afternoon and evening http://exm.nr/makBhi,,169672623,,,
191783249,false,finalized,4,8/18/2012 09:41:53,"NWS Shreveport
NWS Shreveport
http://bit.ly/lQesrZ
http://bit.ly/lQesrZ",Other,0.5326,"Special Weather Statement
Special Weather Statement
N/A
Special Weather Statement issued June 05 at 2:45PM CDT expiring June 05 at 3:45PM CDT","une 05 at 2:45PM CDT
June 05 at 2:45PM CDT until June 05 at 3:45PM CDT
June 05 at 2:45PM CDT
","n/a
N/A
NWS Shreveport
NWS Shreveport",Caution and advice,77468400000000000,0,wx5em,,Special Weather Statement issued June 05 at 2:45PM CDT expiring June 05 at 3:45PM CDT by NWS Shreveport ht... http://bit.ly/lQesrZ #OKwx,,129804504,,,
191783250,false,finalized,3,8/18/2012 15:50:57,"http://1.usa.gov/
http://1.usa.gov/
http://1.usa.gov/",A tornado/thunderstorm warning has been issued or has been lifted,0.6408,"Tornado Watch
Tornado Watch
Tornado Watch","8:00pm EDT / 7:00pm CDT
until 8:00pm EDT / 7:00pm CDT
until 8:00pm EDT / 7:00pm CDT","portions of the area in IN, OH, MI
portions of the area in IN, OH, MI
IN, OH, MI",Caution and advice,74893700000000000,8,LoveJeter02,," @severestudios: NOW IN EFFECT:  Tornado Watch for portions of the area in IN, OH, MI until 8:00pm EDT / 7:00pm CDT. http://1.usa.gov/ ...",,39399543,,,
191783251,false,finalized,3,8/19/2012 08:06:52,"

",Other,0.6507,"tornado watch
tornado watch
tornado watch","until later this morning

until later this morning","n/a
n/a
N/A",Caution and advice,73272600000000000,0,Toni_Pisca,,ok we are under an official tornado watch until later this morning please keep us in your thoughts and prayers just came over scanner,,49468068,,,
191783252,false,finalized,4,8/16/2012 18:01:22,"
Aaron Fuhrman
http://tinyurl.com/4x8rsmt
http://tinyurl.com/4x8rsmt",Other,1.0,"Before & After
tornado
N/A
tornado","
Tue May24

","Joplin, MO
Joplin, MO
Joplin, MO
Joplin, MO",Caution and advice,73121800000000000,0,redsoftball,,"SCARY! @twilightus @AngWxGrl Terrifying!!!  @AngWxGrl #Joplin, MO: Before & After: http://tinyurl.com/4x8rsmt #tornado",,26754706,,,
191783253,false,finalized,4,8/17/2012 15:54:15,"


n/a",A tornado sighting/touchdown has been reported,0.7631,"tornado
There was a tornado
tornado
tornado","


n/a","Northern Ireland
Northern Ireland
Northern Ireland
Northern Ireland",Caution and advice,78513500000000000,0,PaulaFleetwood2,,What? There was a tornado in Northern Ireland today? What? #endofdays,,88385517,,,
191783254,false,finalized,4,8/18/2012 18:07:18,"#HomeDesign #Architecture

http://ow.ly/56VpL
http://ow.ly/56VpL",Other,1.0,"Tornado Safe Room
Tornado Safe Room
How to Design a Tornado Safe Room
a Tornado Safe Room","n/a

n/a
","n/a
n/a
n/a
N/A",Caution and advice,76256900000000000,0,CarterDesignInc,,How to Design a Tornado Safe Room http://ow.ly/56VpL #HomeDesign #Architecture,,289498459,,,
191783255,false,finalized,3,8/19/2012 08:37:59,"
#ksstorms
",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado warning
Tornado warning
Tornado warning","8:30 p.m
until 8:30 p.m
until 8:30 p.m.","southern Sedgwick County and southwest Butler County
southern Sedgwick County and southwest Butler County
southern Sedgwick County and southwest Butler County",Caution and advice,78987500000000000,4,StanFinger,,Tornado warning for southern Sedgwick County and southwest Butler County until 8:30 p.m. Storm capable of tornado near Goddard. #ksstorms,,14871463,,,
191783256,false,finalized,3,8/16/2012 14:17:11,"http://huff.to/mFBizj
http://huff.to/mFBizj
http://huff.to/mFBizj",A tornado sighting/touchdown has been reported,1.0,"Tornado
Tornado
Tornado in","

n/a","Springfield, MA
Springfield, MA
Springfield, MA",Caution and advice,76308900000000000,0,christinayxy,,"Tornado in Springfield, MA. This is crazy. I hope friends in Boston are safe! http://huff.to/mFBizj",,21593371,,,
191783257,false,finalized,4,8/17/2012 21:50:58,"
http://wickedwx.com/2011/06/08/

http://goo.gl/IzrNI http://wickedwx.com/2011/06/08/",A tornado/thunderstorm warning has been issued or has been lifted,0.4601,"TORNADO
weather outlook updated #WIND: 30% #HAIL: 30% #TORNADO: 5%
TORNADO
weather outlook updated","


","wx 55925
US
US
55925",Caution and advice,78560200000000000,0,wickedwxbot,,US day 1 #severe #weather outlook updated #WIND: 30% #HAIL: 30% #TORNADO: 5%  http://goo.gl/IzrNI http://wickedwx.com/2011/06/08/ #wx 55925,,248826334,,,
191783258,false,finalized,5,8/16/2012 09:05:40,"NWS Chat
@MyTexasWeather: @SgtAndyNorris @TWCBreaking:
NWS
@MyTexasWeather: @SgtAndyNorris @TWCBreaking
NWS Chat",A tornado sighting/touchdown has been reported,0.8037,"Tornado with debris
Tornado with debris
Tornado with debris reported
Tornado with debris
Tornado","N/A


n/a
","southeast Dallas
southeast Dallas
southeast Dallas
southeast Dallas
southeast Dallas",Caution and advice,73220800000000000,6,chris_1326,, @MyTexasWeather:  @SgtAndyNorris  @TWCBreaking: Tornado with debris reported in southeast Dallas per NWS Chat. Large wedge near I ...,,177592281,,,
191783259,false,finalized,3,8/19/2012 17:30:06,"http://bit.ly/lXWKcW
http://bit.ly/lXWKcW
@aegirl_2012:",A tornado sighting/touchdown has been reported,0.6465,"Tornado
tornado
Tornado","

","Bloomington
bloomington
Bloomington",Caution and advice,73914700000000000,0,SoleOfBloom,, @aegirl_2012: Tornado in Bloomington... http://bit.ly/lXWKcW,,268328663,,,
191783260,false,finalized,3,8/19/2012 07:39:07,"N/A

",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
Tornado Warning","until 8:30pm CDT
8:30pm CDT
until 8:30pm CDT","Beaver County in OK
Beaver County in OK
Beaver County in OK",Caution and advice,79715300000000000,0,MagnoliaRelief,,Tornado Warning for Beaver County in OK until 8:30pm CDT,,296647898,,,
191783261,false,finalized,3,8/18/2012 21:42:54,"@BreakingNews:
CNN
Spotters CNN",A tornado sighting/touchdown has been reported,1.0,"tornado
tornado on the ground
tornado","

","Joplin, Mo.
Joplin, Mo
Joplin, Mo.,",Caution and advice,73262200000000000,917,DannyKeim,," @BreakingNews: Spotters confirm a tornado on the ground moving toward Joplin, Mo., where a twister on Sunday killed 124 people - CNN",,243474343,,,
191783262,false,finalized,3,8/19/2012 08:01:06,"TWCBreaking

",A tornado sighting/touchdown has been reported,1.0,"Tornado reported on the observation
Tornado
Tornado reported","

","Dallas' Love Field
Dallas' Love Field
Dallas' Love Field",Caution and advice,73198400000000000,2,garytx,, @TWCBreaking: Tornado reported on the observation at Dallas' Love Field. #txwx,,14136114,,,
191783263,false,finalized,5,8/17/2012 03:24:24,"@KAKEnews
N/A
KAKEnews

@KAKEnews",Other,0.4259,"n/a
tornado
ksstorms
should be in your tornado shelters
tornado","n/a
N/A


","Wichita
city of Wichita
Wichita
city of Wichita
Wichita",Caution and advice,79000700000000000,27,TonyDuzlt,," @KAKEnews: If you are in the city of Wichita, you should be in your tornado shelters. #ksstorms",,262031233,,,
191783264,false,finalized,3,8/17/2012 21:41:28,"@severestudios
severestudios
severestudios",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
Tornado Warning","7:15pm CDT
until 7:15pm CDT
until 7:15pm","Pawnee County in KS
Pawnee County in KS
Pawnee County in KS",Caution and advice,73172800000000000,0,mom2two2330,,Pawnee county in Ok too!  @severestudios: Tornado Warning for Pawnee County in KS until 7:15pm CDT. #kswx,,53749397,,,
191783265,false,finalized,3,8/18/2012 01:54:24,"@ScottLauber
Tractors? @ScottLauber
",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
Tornado warning
Tornado warning","
n/a
","Detroit
Detroit
Detroit",Caution and advice,74960000000000000,0,shelley1005,,"Tractors?  @ScottLauber Tornado warning in Detroit. Combo of 10 tractors, golf course, lawn equipment on tarp. Not a good sign. #RedSox",,15931540,,,
191783266,false,finalized,3,8/17/2012 15:48:20,"
N/A
@TBBranno",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Severe Weather
Tornado Watch
Tornado Watch","today
today
today","Northeast and Northcentral Arkansas
Northern 2 rows
Northeast and Northcentral Arkansas",Caution and advice,73423300000000000,1,onepamperedgirl,, @TBBrannon: High Risk of Severe Weather today for Northeast and Northcentral Arkansas. A Tornado Watch for Northern 2 rows of countie ...,,272711119,,,
191783267,false,finalized,3,8/17/2012 22:00:00,"@tjholmes
@tjholmes
Weather spotters",A tornado sighting/touchdown has been reported,1.0,"tornado is on the ground
tornado
tornado is on the ground","

a tornado is","moving toward Joplin
Joplin
moving toward Joplin",Caution and advice,73214800000000000,69,LeapOfFaith_13,, @tjholmes: Weather spotters confirm a tornado is on the ground moving toward Joplin.,,16078257,,,
191783268,false,finalized,3,8/16/2012 16:57:46,"NWS
n/a
@GMA",A tornado sighting/touchdown has been reported,0.6795,"18 tornado reports
tornado reports
18 tornado reports","yesterday
n/a
yesterday","Massachusetts California Nebraska Kansas
Massachusetts, California, Nebraska and Kansas
Massachusetts, California, Nebraska and Kansas",Caution and advice,76290600000000000,50,ianCcain,," @GMA: 18 tornado reports yesterday including 7 in Massachusetts, 4 in California and the rest in Nebraska and Kansas (via NWS)",,32822825,,,
191783269,false,finalized,4,8/16/2012 16:57:46,"@Kentuckyweather

Kentuckyweather
@Kentuckyweather",A tornado/thunderstorm warning has been issued or has been lifted,0.7354,"Tornado Watch
Tornado Watch
Tornado Watc
Tornado Watch","until 9pm EDT
until 9pm EDT
until 9pm EDT
9pm EDT","northern Ky
northern Ky
northern Ky
northern Ky",Caution and advice,73460300000000000,5,ChrisTHEBLUEONE,, @Kentuckyweather: Tornado Watch for northern Ky until 9pm EDT,,34986102,,,
191783270,false,finalized,4,8/18/2012 18:07:18,"
N/A

",A siren has been heard,1.0,"Tornado sirens
Tornado sirens going off
Tornado sirens going off
Tornado sirens","
N/A

","Marion County (Indianapolis)
Marion County (Indianapolis)
Marion County (Indianapolis)
Marion County",Caution and advice,73454100000000000,3,SWATChasers,,Tornado sirens going off in Marion County (Indianapolis) as severe thunderstorm warning gets issued during a tornado watch.,,282865138,,,
191783271,false,finalized,3,8/18/2012 11:40:23,"http://fb.me/RF5uGhGg
http://fb.me/RF5uGhGg
http://fb.me/RF5uGhGg",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado warning
Tornado warning
Tornado warning","
N/A
","OPCC
OPCC
OPCC",Caution and advice,73442900000000000,0,OverlandParkCC,,Waiting out the Tornado warning at OPCC.  Glad everyone is safe! http://fb.me/RF5uGhGg,,48433255,,,
191783272,false,finalized,5,8/19/2012 07:57:44,"@TWCBreaking

TWCBreaking

NWS",A tornado sighting/touchdown has been reported,0.3986,"Tornado EMERGENCY
Tornado EMERGENCY
Tornado EMERGENCY coming
Tornado EMERGENCY
Tornado EMERGENCY","n/a

NOW

","NW side of Norman, Moore, and south side of OKC
NW side of Norman, Moore, and south side of OKC
Norman, Moore and south side of OKC
NW side of Norman, Moore, and south side of OKC
NW side of Norman, Moore, and south side of OKC",Caution and advice,73157300000000000,0,TVReviewProgram,," @TWCBreaking: #Tornado EMERGENCY coming from NWS for NW side of Norman, Moore, and south side of OKC.  TAKE SHELTER NOW.",,14399422,,,
191783273,false,finalized,3,8/19/2012 08:06:52,"Newsweek
@Newsweek
http://bit.ly/",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
tornado warning; A funne
tornado warning","
n/a
","NYC
NYC; Springfield, MA
NYC",Caution and advice,76066500000000000,84,plantgirl1958,," @Newsweek: A tornado warning in #NYC. A funnel in #Springfield, MA. Is this the new normal?! Our cover story this week: http://bit.ly ...",,23978578,,,
191783274,false,finalized,6,8/19/2012 05:56:13,"

n/a


",A tornado sighting/touchdown has been reported,0.6766,"tornado is coming
Tornado
tornado is coming
tornado is coming
tornado
A tornado is coming","

n/a


","Memphis
Memphis
near Memphis.
Memphis
Memphis
Memphis",Caution and advice,73522100000000000,1,BMD_Nerd,,A tornado is coming near Memphis...probably won't hit.,,178234793,,,
191783275,false,finalized,3,8/19/2012 08:53:21,"
KATVNews
BBCBreaking",A tornado sighting/touchdown has been reported,1.0,"Tornado
1/2 mile wide Tornado
Tornado","

","Tuckerman, Ar.
Tuckerman, Ar
near Tuckerman, Ar.",Caution and advice,73501000000000000,0,Lawyerscom,,"@BBCBreaking Tornado near Tuckerman, Ar. reported to be 1/2 mile wide - @KATVNews",,35750871,,,
191783276,false,finalized,3,8/16/2012 13:25:28,"#mowx
N/A
",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
Tornado Warning","until 2:15pm CDT
until 2:15pm CDT
2:15pm CDT","Maries, Phelps, and Pulaski County in MO
Maries, Phelps, and Pulaski County in MO
Phelps, and Pulaski County in MO",Caution and advice,73450600000000000,0,MarieHuettner,,"FWD: severestudios: Tornado Warning for Maries, Phelps, and Pulaski County in MO until 2:15pm CDT. #mowx",,50947367,,,
191783277,false,finalized,3,8/18/2012 21:25:13,"

",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
tornado warning
tornado warning","

","Joplin
Joplin
Joplin",Caution and advice,73218200000000000,2,CheraKimiko,,New tornado warning in Joplin again. :(,,14790958,,,
191783278,false,finalized,3,8/18/2012 15:48:22,"n/a

",A tornado sighting/touchdown has been reported,1.0,"Tornado on ground
Tornado on ground
Tornado on ground","n/a

","Moore
n/a
N/A",Caution and advice,73160300000000000,0,victoria_29,,"#moore no #Tornado on ground, it is thinning out, debris falling from sky as slows down",,16156419,,,
191783279,false,finalized,3,8/18/2012 21:20:20,"
@JimCantore
@JimCantore TXWX",A tornado sighting/touchdown has been reported,1.0,"TWO HOOKS
TWO HOOKS
TWO HOOKS","
n/a
","TX
NEAR DALLAS;  WEST OF ARLINGTON, TX
NEAR DALLAS  ONE NEAR ONE WEST OF ARLINGTON, TX",Caution and advice,73203800000000000,75,WhoDat35,," @JimCantore: TWO HOOKS ONE NEAR DALLAS AND ONE NEAR ONE WEST OF ARLINGTON, TX #TXWX #TORNADO",,110263006,,,
191783280,false,finalized,3,8/19/2012 17:44:40,"

",Other,0.6848,"tornado watch
tornado watch
tornado watch","

","central minnesota
central minnesota
central minnesota",Caution and advice,75319100000000000,0,Flyinbry,,"tornado watch, central minnesota",,307905392,,,
191783281,false,finalized,3,8/19/2012 17:39:26,"http://bit.ly/i5ZgcK
http://bit.ly/i5ZgcK
@KTIVweather:",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
Tornado Warning","until 5:45pm
5:45pm
until 5:45pm.","Holt County in NE
Holt County in NE
Holt County in NE",Caution and advice,75327100000000000,2,GinaM121,, @KTIVweather: Tornado Warning for Holt County in NE until 5:45pm. http://bit.ly/i5ZgcK,,175198947,,,
191783282,false,finalized,3,8/19/2012 17:06:04,"http://bit.l/

BreakingNews",A tornado/thunderstorm warning has been issued or has been lifted,0.6701,"tornado warning
tornado warning
tornado warning","

n/a","Arlington, Texas
Arlington, Texas
Arlington, Texas",Caution and advice,73221600000000000,308,anandmborse,," @BreakingNews: Fans at Rangers game in Arlington, Texas, are sheltering in place after tornado warning - @CardsFaninBigD http://bit.l ...",,222386273,,,
191783283,false,finalized,3,8/16/2012 17:50:59,"@iembot_iwx
http://bit.ly/iVAbGg
http://bit.ly/iVAbGg",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
expires Tornado Warning","5:30 PM EDT
till 5:30 PM EDT
till 5:30 PM EDT","Fulton, Williams [OH]
Fulton, Williams [OH]
Fulton, Williams [OH]",Caution and advice,74950400000000000,1,weathercp,," @iembot_iwx: #IWX expires Tornado Warning for  Fulton, Williams [OH] till 5:30 PM EDT http://bit.ly/iVAbGg",,39632532,,,
191783284,false,finalized,4,8/19/2012 05:56:13,"@txstormchasers
@txstormchasers
txstormchasers
@txstormchasers",A tornado sighting/touchdown has been reported,0.5049,"tornado moving into
Destructive hail and possible #tornado
Destructive hail and possible #tornado
tornado","


","Dallas County
Dallas County
moving into Dallas County
Dallas County",Caution and advice,73195100000000000,16,DarkSpy87,, @txstormchasers: Destructive hail and possible #tornado moving into Dallas County. This is a violent storm! #txwx,,77222453,,,
191783285,false,finalized,3,8/18/2012 11:52:01,"N/A
N/A
",A siren has been heard,0.6176,"Tornado sirens
Tornado sirens
Tornado sirens","17th
N/A
","Broadway
17th and Broadway
17th and Broadway",Caution and advice,73422300000000000,0,vasquez007,,Tornado sirens just went off at 17th and Broadway.,,17513111,,,
191783286,false,finalized,3,8/19/2012 08:11:42,"@noahovernight
@noahovernight
",A tornado/thunderstorm warning has been issued or has been lifted,0.5731,"tornado warn
tornado warn
tornado warn","last fri we went 5:50 to 7
5:50 to 7
","2 cnties
n/a
2 cnties",Caution and advice,76262500000000000,,Matt_Maisel,,@noahovernight last fri we went 5:50 to 7 w straight weather bc of a tornado warn in 2 cnties. Lots of people got p'od. But all takes is 1.,,164318512,,,
191783287,false,finalized,3,8/18/2012 21:37:13,"

#nwspah",A tornado sighting/touchdown has been reported,1.0,"tornado
tornado 10 miles SW of the city
tornado","

","Greenville Mo
Greenville Mo
10 miles SW of the city greenville. Greenville Mo",Caution and advice,73499100000000000,,IrishWxman,,Greenville Mo nickel hail and debris falling from the sky.  tornado 10 miles SW of the city moving towards greenville. #nwspah #mowx,,17552480,,,
191783288,false,finalized,3,8/17/2012 15:48:20,"N/A
http://ow.ly/5eiRv
http://ow.ly/5eiRv #mewx",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
tornado warning
tornado warning","2nd day

n/a","Aroostook Co. ME
Aroostook Co. ME
part of Aroostook Co. ME",Caution and advice,78919300000000000,,tornadoquest,,2nd day in a row that part of Aroostook Co. ME is under a tornado warning. Rare in that neck of the woods. http://ow.ly/5eiRv #mewx,,24493890,,,
191783289,false,finalized,6,8/16/2012 13:25:28,"@TheDalyPlanet
@TheDalyPlanet

@TheDalyPlanet
@TheDalyPlanet
TheDalyPlanet",A tornado sighting/touchdown has been reported,1.0,"tornado
tornado just up the street
tornado just up the street
tornado
tornado just up the street
tornado","afternoon/evening


afternoon/evening
afternoon/evening
","up the street
n/a
N/A
n/a
N/A
N/A",Caution and advice,76063400000000000,,ShawnCourchesne,,"@TheDalyPlanet It's a scary afternoon/evening in these parts, tornado just up the street and nasty storm after nasty storm rolling through.",,21341840,,,
191783290,false,finalized,3,8/19/2012 07:53:27,"

",A siren has been heard,1.0,"tornado alarm
Tornado alarm
Tornado alarm","

","N/A
n/a
N/A",Caution and advice,73559500000000000,,Top_of_da_class,,Tornado alarm going off,,258649561,,,
191783291,false,finalized,4,8/19/2012 08:53:21,"N/A
n/a

",Other,0.7387,"watch for another tornado
nder watch for another tornado
Tornado Watch
under watch for another tornado","N/A
n/a

","Joplin, Missouri
Joplin, Missouri
Joplin, Missouri
Joplin, Missouri",Caution and advice,73217600000000000,,NSEZ160,,"Everyone please pray for Joplin, Missouri again because they are under watch for another tornado.",,81520314,,,
191783292,false,finalized,5,8/18/2012 21:42:54,"N/A
n/a
N/A
n/a
",A tornado/thunderstorm warning has been issued or has been lifted,0.5753,"tornado is going to come pass
tornado is going to come
tornado is going to come
tornado
tornado","N/A
n/a
N/A
n/a
","N/A
cellular tower
N/A
n/a
cellular tower",Caution and advice,79692800000000000,,_FYIimRelle,,mad as shit a tornado is going to come pass and it knock out the cellular tower,,111917557,,,
191783293,false,finalized,3,8/18/2012 20:15:23,"

n/a",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado warnings
Tornado warning
Tornado warning","

n/a","Eek
n/a
n/a",Caution and advice,73556400000000000,,realmylittleme,,Eek.  Tornado warnings!,,275729105,,,
191783294,false,finalized,4,8/16/2012 18:05:03,"


",Other,0.5098,"tornado
tornado
tornado
tornado","


","N/A
N/A
N/A
n/a",Caution and advice,78992100000000000,,maskedchick,,We have front row tickets to the tornado that's gonna run us over..,,26367029,,,
191783295,false,finalized,3,8/17/2012 23:30:06,"
N/A
too close",Other,0.7183,"Tornado
Tornado
Tornado is moving away","
N/A
That was","n/a
N/A
too close",Caution and advice,73217700000000000,,TCU_HurdleQueen,,Tornado is moving away... Thank goodness... That was too close,,148561700,,,
191783296,false,finalized,3,8/18/2012 21:17:22,"

",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
Tornado Warning","

","n/a
N/A
N/A",Caution and advice,73495000000000000,,Gr8_Xcape,,Tornado Warning!,,32736401,,,
191783297,false,finalized,3,8/16/2012 21:29:02,"

",Other,0.7303,"literally running from tornado trying to find safe place to hide
tornado
running from tornado trying to find safe place to hide","

","WMass
WMass
WMass",Caution and advice,76254800000000000,,GronkDreams87,,Talked to a friend from WMass. She was literally running from tornado trying to find safe place to hide. Ended up in strangers basement.,,25880097,,,
191783298,false,finalized,3,8/19/2012 17:39:26,"

",Other,0.7073,"Emergency broadcast
tornado watch
tornado watch","

","N/A
N/A
N/A",Caution and advice,76062000000000000,,SoutholdSMEM,,Emergency broadcast now on TV for our area. We are under #tornado watch. Severe thunder storm imminent. #NYwx,,240745668,,,
